time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2017-09-12T16:52:27.093	1.748	-94.884	16.104	30185.417	0.637	0.380	-0.043	2122	8.208
2017-09-12T16:54:22.490	1.845	-94.871	15.547	6163.850	0.923	0.514	-0.334	2123	8.855
2017-09-28T03:19:25.739	1.869	-95.164	14.960	22961.498	0.592	0.355	-0.158	2128	9.256
2017-09-11T02:51:06.580	1.469	-98.672	15.533	122123.199	0.482	0.495	-0.073	2137	6.318
2017-09-18T11:06:42.028	1.898	-94.944	15.097	245167.046	0.256	0.234	-0.024	2142	4.707
2017-09-18T11:13:58.974	1.894	-95.231	16.256	0.000	1.050	0.334	-0.204	2143	11.859
2017-09-18T11:15:26.120	2.026	-94.877	15.861	32770.719	0.578	0.362	-0.005	2144	6.663
2017-09-19T23:27:38.500	2.195	-94.781	15.718	75428.591	0.452	0.313	-0.000	2155	8.681
2017-09-27T15:23:02.621	1.484	-95.067	16.273	0.000	0.163	0.344	-0.015	2158	4.822
2017-09-15T15:10:49.194	1.586	-94.118	15.481	0.000	0.947	0.382	-0.015	2171	5.976
2017-09-15T15:14:55.471	1.666	-95.328	15.975	126391.628	0.534	0.419	0.114	2172	9.429
2017-09-23T07:11:23.331	2.100	-95.029	16.549	36513.340	0.083	0.317	-0.001	2241	4.738
2017-09-23T07:12:51.722	2.659	-94.468	15.352	30719.553	0.671	0.539	-0.062	2243	14.909
2017-09-23T07:18:55.343	2.757	-94.463	15.667	32656.360	0.944	0.485	0.147	2244	22.963
2017-09-13T11:26:56.239	3.526	-95.556	15.050	50557.093	1.183	0.218	-0.206	2090	8.329
2017-09-13T11:31:46.736	1.496	-94.864	15.774	0.000	0.935	0.270	-0.046	2091	5.906
2017-09-13T11:32:44.771	2.223	-94.891	15.933	30155.933	0.523	0.441	-0.100	2092	7.745
2017-09-13T11:48:03.087	1.826	-94.511	15.797	55424.816	0.284	0.608	-0.131	2093	7.996
2017-09-13T11:51:47.651	1.976	-94.383	16.414	68192.163	0.464	0.390	0.099	2094	5.774
2017-09-13T11:59:53.332	1.811	-93.730	15.184	15669.653	0.295	0.424	0.007	2095	8.851
2017-09-19T09:57:28.476	2.261	-95.296	14.713	320769.487	0.564	0.322	0.013	2160	4.354
2017-09-19T10:05:06.447	1.341	-94.389	15.421	33068.061	0.460	0.250	-0.146	2162	6.816
2017-09-19T10:07:08.881	1.880	-94.785	15.528	35482.479	0.835	0.276	-0.029	2164	9.851
2017-09-19T10:11:14.977	1.683	-94.707	15.113	32420.546	0.838	0.315	-0.067	2166	6.898
2017-09-19T10:14:30.311	1.557	-95.159	15.514	4805.130	1.062	0.512	-0.744	2168	13.611
2017-09-19T10:18:00.968	2.466	-94.122	14.822	27478.893	1.107	0.330	0.039	2170	8.985
2017-09-18T14:30:54.867	1.917	-95.005	15.710	73915.860	0.951	0.435	-0.263	2189	9.754
2017-09-18T14:31:31.521	2.440	-94.715	15.000	33681.395	0.974	0.371	-0.180	2191	8.946
2017-09-18T14:33:25.045	1.946	-94.960	14.862	8764.812	1.074	0.127	0.010	2193	6.000
2017-09-18T14:39:01.390	2.329	-94.453	15.787	57326.396	0.027	0.362	-0.002	2195	5.995
2017-09-18T14:40:20.960	2.237	-94.680	15.366	32620.866	1.046	0.436	-0.506	2197	13.000
2017-09-19T01:11:40.044	2.637	-94.701	15.192	33042.457	1.093	0.503	0.190	2199	20.000
2017-09-19T08:01:59.430	1.663	-94.808	15.366	31785.594	1.039	0.448	-0.461	2200	9.000
2017-09-27T23:51:32.359	1.564	-95.029	16.132	0.000	0.873	0.362	0.066	2209	9.672
2017-09-09T20:22:02.032	2.301	-94.774	15.653	51849.956	0.287	0.551	0.022	1991	5.390
2017-09-09T20:22:03.818	1.702	-95.208	15.087	6147.153	0.870	0.416	-0.186	1992	8.496
2017-09-09T20:26:12.941	3.279	-94.852	15.242	32992.494	0.971	0.570	-0.496	1993	18.981
2017-09-15T06:13:04.048	1.768	-94.975	15.236	34383.518	1.050	0.384	-0.271	2051	9.780
2017-09-15T06:16:37.916	1.825	-95.055	15.848	133628.782	0.681	0.377	-0.185	2052	8.850
2017-09-15T06:37:02.225	1.819	-94.395	16.295	138832.744	0.633	0.356	-0.091	2053	5.634
2017-09-15T06:39:30.578	1.690	-94.710	15.385	31870.818	0.430	0.361	-0.001	2054	7.415
2017-09-27T04:28:39.613	1.656	-95.017	15.576	119807.336	0.805	0.334	0.084	2073	11.764
2017-09-27T04:30:57.178	1.681	-94.958	15.769	126296.624	0.378	0.272	-0.561	2074	15.593
2017-09-27T04:32:14.831	1.569	-95.206	15.791	4581.381	0.242	0.425	-0.019	2075	5.000
2017-09-28T05:19:20.126	1.476	-95.205	16.146	75710.460	0.972	0.427	0.204	2096	14.861
2017-09-28T05:21:49.536	1.533	-94.986	15.725	98312.494	0.966	0.528	-0.315	2097	12.925
2017-09-17T17:11:30.873	1.620	-95.305	14.830	95434.189	0.679	0.389	0.102	2100	7.953
2017-09-17T17:16:18.141	1.806	-94.673	14.959	39149.604	0.692	0.237	0.015	2101	6.726
2017-09-13T03:49:59.071	2.129	-94.819	15.479	35277.359	0.564	0.381	0.096	2511	8.562
2017-09-13T03:52:33.888	1.860	-94.650	15.240	0.000	0.955	0.435	-0.367	2512	11.599
2017-09-13T03:57:09.211	2.132	-94.754	15.160	33532.324	0.560	0.484	-0.071	2513	8.545
2017-09-13T03:59:30.999	1.933	-94.883	14.754	31858.425	0.705	0.601	-0.155	2514	7.744
2017-09-13T04:04:12.680	1.498	-95.315	15.589	149006.837	0.686	0.392	0.056	2515	6.240
2017-09-13T04:05:55.652	2.830	-94.749	14.906	5527.774	0.808	0.498	-0.304	2516	14.960
2017-09-13T04:10:33.706	2.180	-94.418	15.370	5575.579	0.466	0.530	0.012	2517	10.171
2017-09-13T04:14:00.379	1.602	-94.924	15.667	34813.521	0.658	0.162	-0.077	2518	7.800
2017-09-13T04:18:18.586	2.000	-95.017	15.185	17030.897	1.100	0.342	-0.006	2519	8.000
2017-09-13T04:21:42.135	0.911	-95.016	15.689	38523.515	0.213	0.330	0.020	2520	5.943
2017-09-13T04:25:49.035	2.006	-94.560	14.733	31281.263	0.916	0.362	-0.063	2521	14.000
2017-09-13T04:28:32.059	2.063	-93.676	15.054	45815.082	0.759	0.409	0.014	2522	8.987
2017-09-13T04:40:03.959	1.872	-94.760	15.348	31593.060	0.767	0.404	-0.171	2523	8.056
2017-09-13T04:42:26.101	1.973	-93.963	15.178	33202.078	0.770	0.416	-0.208	2524	10.925
2017-09-13T04:43:20.961	1.319	-97.247	15.479	48490.847	0.600	0.476	0.143	2525	4.999
2017-09-13T04:46:37.428	1.840	-94.752	14.671	47684.093	0.533	0.394	-0.172	2526	9.600
2017-09-13T04:49:58.008	1.907	-94.784	15.046	31699.148	0.556	0.521	-0.186	2527	8.705
2017-09-13T04:56:01.686	1.725	-94.287	15.236	11.290	0.888	0.286	0.038	2528	7.418
2017-09-13T04:59:14.002	1.556	-94.481	15.651	8011.096	0.576	0.443	0.088	2529	10.844
2017-09-27T19:58:50.095	1.913	-95.001	15.729	47632.144	0.776	0.439	-0.143	2537	11.351
2017-09-28T07:31:26.072	1.590	-95.211	16.283	6157.849	0.884	0.474	-0.172	2005	10.291
2017-09-28T07:34:18.426	1.264	-94.691	15.821	47837.828	0.265	0.348	-0.037	2006	5.615
2017-09-27T23:14:27.051	1.453	-94.964	15.847	142633.636	0.500	0.470	-0.097	2021	4.864
2017-09-27T23:17:12.477	1.658	-95.475	15.987	0.000	0.814	0.276	-0.641	2022	16.000
2017-09-30T15:59:07.292	2.195	-96.121	13.724	192647.709	0.622	0.410	0.060	2039	5.903
2017-09-15T19:47:46.586	1.877	-93.434	16.345	142840.011	0.366	0.345	0.069	2067	4.801
2017-09-15T19:48:36.015	2.436	-93.641	15.753	94211.353	0.073	0.136	-0.013	2068	5.998
2017-09-15T19:49:06.499	1.996	-94.504	15.700	30273.995	0.751	0.232	0.015	2069	10.613
2017-09-15T19:53:14.659	1.928	-94.928	16.018	7648.215	0.553	0.451	0.215	2070	5.805
2017-09-22T07:53:23.652	2.116	-95.080	16.643	53404.892	0.451	0.383	0.051	2083	4.833
2017-09-22T07:55:00.842	1.695	-95.254	16.107	0.000	0.828	0.368	-0.263	2084	8.893
2017-09-22T07:57:17.559	1.640	-94.683	15.326	32740.334	0.937	0.302	-0.007	2085	9.818
2017-09-09T07:21:25.216	2.012	-94.414	15.005	52309.436	0.414	0.232	-0.014	2102	6.720
2017-09-09T07:23:25.478	1.793	-95.172	15.614	4285.520	0.836	0.343	-0.160	2103	8.992
2017-09-08T15:45:34.384	1.799	-94.984	14.915	32147.848	0.392	0.501	-0.040	2125	5.685
2017-09-08T15:48:15.970	2.114	-96.268	15.284	102792.117	0.444	0.621	0.011	2126	6.696
2017-09-08T15:54:37.508	2.339	-94.875	14.771	34716.348	0.681	0.388	-0.072	2127	7.000
2017-09-19T17:09:30.426	1.531	-95.145	14.964	663.922	0.270	0.572	0.059	2140	5.838
2017-09-19T17:20:25.869	1.902	-94.757	16.257	0.000	0.538	0.383	-0.018	2141	5.403
2017-09-29T18:59:33.237	1.668	-94.906	14.947	35903.388	0.900	0.520	-0.211	2150	10.935
2017-09-26T14:23:20.735	1.827	-94.459	15.243	29924.946	0.146	0.381	-0.036	1994	5.825
2017-09-22T08:00:36.507	2.269	-94.802	15.492	33096.856	0.503	0.363	-0.066	2001	6.907
2017-09-22T08:04:53.428	2.576	-94.403	15.051	31130.103	0.729	0.255	-0.044	2002	10.000
2017-09-09T22:10:33.750	1.383	-94.977	17.430	33020.666	0.537	0.470	-0.442	2003	11.000
2017-09-13T02:01:36.535	2.692	-94.590	14.754	30189.399	1.150	0.513	-0.368	2029	17.907
2017-09-13T02:06:29.245	1.088	-95.148	16.157	25633.812	0.369	0.279	0.038	2030	4.989
2017-09-13T02:07:14.305	1.555	-94.459	15.826	64704.579	0.288	0.458	-0.040	2031	7.972
2017-09-15T01:42:23.569	1.605	-94.677	15.615	130890.646	0.157	0.615	0.005	2055	5.589
2017-09-15T01:44:07.154	2.773	-94.967	15.798	32974.980	0.324	0.393	-0.055	2056	7.779
2017-09-15T01:44:05.785	2.269	-94.713	15.499	20920.451	0.609	0.555	-0.075	2057	10.998
2017-09-22T16:31:22.334	2.976	-94.694	15.362	44667.242	0.746	0.320	-0.039	2007	8.202
2017-09-20T04:33:09.962	2.274	-94.675	15.648	330374.577	0.221	0.244	-0.026	2014	4.984
2017-09-10T04:38:06.763	2.192	-94.638	15.051	21375.432	0.746	0.313	-0.151	2024	5.925
2017-09-10T04:43:58.432	2.812	-95.139	15.166	26716.888	0.554	0.550	-0.147	2025	12.000
2017-09-26T12:55:56.638	2.183	-95.019	15.617	110696.348	0.671	0.397	-0.017	2026	14.454
2017-09-30T17:18:15.752	1.876	-95.208	15.315	35833.430	0.582	0.490	-0.088	2027	12.449
2017-09-28T19:37:11.002	2.745	-96.124	17.015	3928.537	0.590	0.415	-0.061	2061	6.637
2017-09-28T19:38:54.153	2.160	-95.285	17.351	25406.123	0.314	0.181	-0.027	2063	4.851
2017-09-29T23:47:58.819	1.747	-95.038	15.656	35631.257	0.437	0.574	0.803	2071	15.019
2017-09-29T23:52:05.498	1.993	-94.451	15.093	29375.838	0.321	0.550	-0.089	2072	4.495
2017-09-20T10:56:09.826	2.300	-93.601	15.065	24179.489	0.749	0.397	-0.103	2080	9.976
2017-09-20T10:57:48.312	2.432	-94.839	15.194	26891.352	0.516	0.536	-0.154	2081	11.000
2017-09-20T11:00:23.370	1.785	-95.602	16.480	214004.536	0.707	0.522	-0.048	2082	5.103
2017-09-14T23:03:18.524	2.042	-94.612	15.054	33226.437	0.582	0.317	0.010	2124	7.477
2017-09-20T19:03:08.442	1.944	-95.021	16.581	109315.770	0.486	0.501	-0.044	2135	11.993
2017-09-17T22:05:22.769	2.010	-95.786	18.795	29224.682	0.644	0.354	-0.112	2023	13.944
2017-09-10T10:01:04.510	1.943	-94.414	17.226	218962.539	0.460	0.226	-0.126	2037	6.840
2017-09-10T10:04:07.137	2.005	-94.820	16.381	330912.468	0.881	0.390	-0.233	2038	7.231
2017-09-19T15:43:05.322	1.773	-95.169	15.487	50187.293	0.169	0.154	0.018	2041	5.017
2017-09-23T22:38:32.064	1.895	-95.077	16.064	0.000	0.672	0.387	0.099	2111	10.086
2017-09-23T22:40:21.792	2.324	-95.019	15.684	102975.699	0.471	0.388	0.022	2112	9.737
2017-09-23T22:43:17.025	2.043	-94.941	17.830	175542.016	0.151	0.353	-0.029	2113	4.790
2017-09-23T22:44:38.921	2.797	-94.753	15.643	36081.994	0.587	0.441	-0.049	2114	9.835
2017-09-20T06:29:27.699	2.392	-95.005	16.475	35817.516	0.351	0.507	-0.023	2145	6.032
2017-09-27T20:35:21.883	2.176	-94.894	15.673	117345.838	0.679	0.326	0.055	2156	10.211
2017-09-27T20:36:18.666	2.195	-94.834	15.898	32931.475	0.518	0.510	-0.148	2157	5.562
2017-09-20T11:16:05.648	1.704	-95.226	15.949	0.000	0.480	0.322	0.123	2183	13.602
2017-09-10T15:21:59.680	2.046	-94.651	14.756	4148.606	0.449	0.413	-0.126	2184	6.000
2017-09-17T05:50:49.933	1.570	-93.885	15.214	7915.474	0.208	0.366	0.004	2210	4.919
2017-09-17T06:00:24.131	1.173	-95.463	15.366	0.000	0.823	0.472	-0.158	2211	5.161
2017-09-17T06:07:49.275	3.342	-95.232	15.625	5945.035	0.446	0.497	0.006	2212	6.017
2017-09-17T06:07:47.318	2.765	-95.242	15.223	0.000	0.806	0.342	-0.064	2213	12.955
2017-09-17T06:10:06.825	2.168	-94.722	15.674	126166.407	0.001	0.346	0.000	2214	5.000
2017-09-17T06:13:26.030	1.303	-95.464	15.232	0.000	0.816	0.360	-0.221	2215	7.905
2017-09-17T06:14:45.705	2.340	-95.531	15.298	59808.261	0.166	0.244	-0.008	2216	5.484
2017-09-17T06:15:28.361	3.390	-95.707	15.780	334102.255	0.049	0.591	0.000	2217	4.709
2017-09-27T08:43:04.646	1.594	-94.726	16.164	48832.299	0.630	0.352	-0.035	2218	6.739
2017-09-14T17:08:07.378	2.277	-94.700	15.375	52977.910	0.658	0.313	-0.017	2228	11.987
2017-09-21T10:10:49.640	0.808	-97.018	16.640	64740.353	0.309	0.469	0.000	2249	5.183
2017-09-21T10:16:58.438	1.723	-94.222	17.064	203007.459	0.049	0.267	-0.003	2250	4.374
2017-09-21T10:18:17.411	1.855	-94.302	15.211	0.000	0.230	0.399	0.016	2251	8.438
2017-09-21T10:23:55.094	2.052	-95.122	15.757	5986.554	1.086	0.539	-0.310	2253	12.245
2017-09-19T13:39:01.027	2.117	-93.713	15.206	37414.336	0.507	0.338	-0.011	2254	6.997
2017-09-10T00:58:21.085	2.793	-94.740	16.091	175540.283	0.463	0.472	0.067	2272	5.348
2017-09-27T21:38:57.700	2.174	-94.989	16.535	36756.955	0.538	0.565	-0.057	2058	5.573
2017-09-19T02:56:55.037	1.746	-95.224	15.333	26818.455	1.032	0.468	-0.218	2064	10.000
2017-09-19T02:58:24.513	2.105	-93.804	15.251	17817.168	0.296	0.192	-0.013	2065	6.627
2017-09-20T20:43:51.239	1.609	-95.575	15.028	11219.139	0.294	0.436	0.022	2066	4.988
2017-09-20T07:02:52.831	1.200	-94.623	15.372	59880.047	0.342	0.118	0.128	2129	6.460
2017-09-20T07:04:49.904	1.895	-94.615	14.844	27740.817	0.971	0.262	0.045	2130	6.000
2017-09-20T07:05:36.926	1.820	-94.484	15.644	10708.840	0.405	0.145	-0.024	2131	5.590
2017-09-20T07:09:15.578	1.690	-95.112	15.611	22653.531	0.550	0.563	-0.361	2132	7.000
2017-09-20T07:12:06.880	2.368	-94.584	15.423	35499.328	0.730	0.350	-0.119	2133	8.741
2017-09-20T07:15:32.219	1.722	-94.290	15.292	0.000	0.708	0.261	-0.045	2134	7.000
2017-09-30T20:33:48.883	2.204	-94.884	15.528	32905.782	0.671	0.496	-0.100	2136	10.577
2017-09-07T10:01:50.252	1.738	-95.025	16.108	30049.604	0.961	0.415	-0.310	2138	10.622
2017-09-14T16:03:09.018	2.152	-94.255	14.866	124657.646	0.405	0.281	-0.042	2146	4.999
2017-09-14T16:07:26.719	2.013	-93.599	15.294	60000.435	0.741	0.336	0.106	2147	6.950
2017-09-14T16:13:19.947	1.812	-94.532	15.634	32080.086	1.007	0.467	-0.538	2148	7.967
2017-09-15T06:56:54.624	1.851	-93.679	15.284	17907.058	0.408	0.431	-0.001	2188	6.988
2017-09-15T07:13:31.824	1.961	-94.944	15.416	32742.619	0.822	0.118	-0.022	2190	7.772
2017-09-15T07:14:05.584	1.244	-96.295	15.590	20002.736	0.327	0.468	-0.060	2192	5.000
2017-09-15T07:20:02.359	1.609	-94.410	15.521	0.000	0.586	0.291	-0.039	2194	5.985
2017-09-15T07:20:45.984	2.949	-94.906	15.870	23712.894	0.372	0.419	0.008	2196	7.440
2017-09-19T00:47:59.150	1.582	-95.785	16.375	0.000	0.796	0.434	0.037	2232	4.934
2017-09-19T00:49:34.473	1.813	-94.680	15.853	3957.850	0.500	0.205	-0.410	2233	6.883
2017-09-08T21:39:22.819	3.013	-94.496	14.418	8852.975	0.637	0.469	-0.185	2260	7.119
2017-09-08T21:46:13.320	2.593	-94.601	15.030	49253.278	0.687	0.514	-0.326	2261	12.942
2017-09-08T21:48:01.865	2.101	-94.758	15.085	21038.193	0.506	0.312	-0.150	2262	7.395
2017-09-08T21:51:17.405	2.036	-95.196	15.177	44180.689	0.501	0.491	0.052	2263	10.229
2017-09-08T21:52:59.170	3.029	-94.663	15.481	35958.828	0.554	0.466	-0.027	2264	7.301
2017-09-29T09:05:28.936	1.657	-95.003	16.446	33564.287	0.737	0.485	0.082	2271	13.000
2017-09-28T21:25:25.756	2.287	-94.917	15.593	32699.856	0.666	0.465	-0.114	2116	14.874
2017-09-28T21:28:37.814	2.170	-95.268	16.202	107363.959	0.565	0.279	0.007	2117	5.569
2017-09-28T21:31:22.540	2.517	-95.097	16.284	0.000	1.209	0.407	0.814	2118	28.024
2017-09-13T00:59:08.906	2.165	-95.149	15.590	29930.626	0.733	0.382	-0.948	2159	13.910
2017-09-13T01:01:47.980	1.676	-94.681	15.391	26215.340	0.281	0.340	-0.058	2161	7.263
2017-09-13T01:01:38.908	2.304	-94.505	17.692	297217.906	0.757	0.579	0.150	2163	5.732
2017-09-13T01:09:40.794	1.699	-95.091	14.711	54963.732	0.546	0.577	0.048	2165	5.893
2017-09-13T01:11:43.831	2.580	-95.665	15.526	63062.257	1.319	0.593	-0.234	2167	9.856
2017-09-13T01:11:59.038	2.329	-95.167	15.117	21983.595	0.533	0.507	-0.096	2169	13.000
2017-09-17T01:39:34.169	1.779	-95.386	15.524	0.000	0.366	0.494	-0.483	2186	6.594
2017-09-20T17:14:28.033	2.224	-94.695	15.605	53634.985	0.412	0.351	-0.012	2198	6.877
2017-09-06T03:56:59.193	1.142	-97.232	15.095	31507.772	0.611	0.350	-0.073	2202	4.922
2017-09-22T18:10:04.412	2.097	-94.731	15.286	37079.754	0.833	0.256	-0.004	2220	7.713
2017-09-22T18:12:58.521	2.082	-94.785	15.417	32429.717	0.815	0.349	0.157	2221	8.974
2017-09-22T18:14:35.565	1.078	-96.840	16.393	5964.281	0.356	0.462	-0.053	2222	6.744
2017-09-22T03:18:13.514	2.378	-94.684	15.264	32854.868	0.953	0.370	0.048	2115	11.932
2017-09-09T18:28:15.992	2.209	-95.504	15.623	157010.756	0.551	0.519	0.057	2178	4.216
2017-09-09T18:32:10.833	1.368	-95.711	17.047	82734.542	0.861	0.571	0.116	2179	5.703
2017-09-09T18:34:19.751	1.693	-95.174	14.055	0.000	0.477	0.423	-0.040	2180	6.850
2017-09-09T18:38:27.915	2.145	-94.931	15.527	23240.501	0.560	0.385	-0.354	2181	7.598
2017-09-09T18:40:09.553	1.763	-94.800	15.071	49315.552	0.770	0.421	-0.088	2182	9.421
2017-09-25T22:35:15.402	2.570	-95.055	16.388	0.000	1.027	0.278	-0.129	2333	16.710
2017-09-25T22:36:27.252	2.094	-95.023	16.045	0.000	0.463	0.218	0.030	2334	6.966
2017-09-25T22:46:31.369	1.559	-95.030	16.052	0.000	0.806	0.323	0.090	2335	14.218
2017-09-12T13:03:50.437	1.982	-95.293	15.376	0.000	0.737	0.344	-0.217	2472	7.903
2017-09-12T13:04:22.537	2.129	-95.276	16.590	96987.445	0.550	0.355	-0.028	2473	10.030
2017-09-12T13:06:52.604	1.511	-95.090	16.635	0.000	0.663	0.432	-0.010	2474	4.776
2017-09-12T13:09:44.646	2.157	-94.632	15.355	35260.891	0.763	0.465	0.631	2475	10.951
2017-09-15T12:51:24.954	1.964	-94.285	15.281	3727.768	0.338	0.126	0.006	2477	5.877
2017-09-15T10:37:16.183	1.923	-95.423	14.470	28673.114	0.857	0.367	-0.295	2530	9.689
2017-09-15T10:45:04.562	2.033	-94.544	15.296	8551.426	0.497	0.327	0.036	2531	7.502
2017-09-15T10:48:05.605	1.912	-95.781	16.215	17454.150	0.729	0.340	0.041	2532	12.693
2017-09-12T19:06:05.385	2.593	-95.188	15.003	32728.126	0.648	0.337	-0.216	2559	11.665
2017-09-30T12:18:09.337	2.892	-95.090	15.751	32761.982	0.890	0.559	-0.241	2561	20.000
2017-09-23T03:53:43.874	2.518	-93.485	15.229	71168.978	0.361	0.350	-0.013	2564	7.000
2017-09-23T11:20:23.534	1.539	-93.600	15.140	27185.627	0.422	0.500	-0.005	2139	8.000
2017-09-23T05:35:11.817	1.982	-94.792	15.477	41910.813	0.564	0.458	-0.053	2149	8.000
2017-09-18T22:13:29.605	2.249	-94.881	15.115	21517.772	0.829	0.373	0.208	2151	14.568
2017-09-18T22:13:53.878	1.906	-95.311	16.797	100338.509	0.243	0.569	0.026	2152	4.439
2017-09-18T22:19:26.199	1.863	-94.829	15.629	38201.361	0.360	0.424	0.027	2153	6.000
2017-09-22T07:30:26.682	1.434	-93.612	15.140	26418.751	0.417	0.338	-0.004	2154	6.994
2017-09-30T00:40:47.029	1.675	-95.254	15.413	2044.009	0.822	0.461	-0.093	2173	6.273
2017-09-23T10:38:03.412	3.832	-94.487	15.327	4347.174	0.489	0.505	-0.183	2174	17.894
2017-09-20T17:58:49.152	2.104	-93.620	15.047	41573.271	0.592	0.265	-0.091	2175	6.931
2017-09-26T13:42:34.198	2.690	-95.036	15.425	34926.122	0.771	0.472	-0.231	2185	14.900
2017-09-25T19:54:37.827	1.297	-94.608	16.268	1988.863	0.549	0.262	-0.041	2201	4.439
2017-09-17T20:40:18.651	2.074	-95.189	15.670	50651.380	0.654	0.511	-0.113	2246	14.826
2017-09-17T20:46:13.911	1.872	-93.753	15.257	2930.470	0.405	0.276	0.014	2247	5.987
2017-09-17T20:50:09.385	1.797	-93.650	15.179	45596.907	0.048	0.321	0.006	2248	5.000
2017-09-13T17:34:38.732	1.760	-94.994	15.378	27822.494	0.970	0.242	0.015	2176	6.879
2017-09-13T17:37:39.603	2.094	-94.989	15.457	35219.439	0.955	0.418	-0.113	2177	12.569
2017-09-09T04:26:11.968	2.012	-94.563	15.836	74977.807	0.593	0.284	0.065	2223	6.879
2017-09-09T04:31:29.883	2.276	-94.940	15.511	74637.885	0.578	0.425	0.055	2224	5.561
2017-09-09T04:31:31.106	1.701	-95.081	15.144	31770.518	0.362	0.510	-0.119	2225	6.439
2017-09-09T04:34:00.794	2.864	-94.567	15.014	33809.364	1.079	0.533	-0.464	2226	15.924
2017-09-09T04:43:34.820	2.030	-95.573	14.935	0.000	0.721	0.499	-0.098	2227	5.927
2017-09-23T00:17:28.433	2.344	-94.816	15.346	32731.510	0.628	0.352	-0.003	2239	5.642
2017-09-20T13:06:10.574	2.310	-93.692	15.210	20405.386	0.353	0.333	0.026	2256	6.000
2017-09-20T13:12:53.733	1.600	-93.680	15.227	0.000	0.394	0.351	0.030	2257	6.025
2017-09-21T14:59:10.354	2.577	-95.140	16.290	352000.000	0.889	0.500	-0.197	2187	5.867
2017-09-28T08:28:58.051	1.546	-95.042	16.166	0.000	0.814	0.393	0.359	2293	20.611
2017-09-28T08:42:01.589	1.783	-95.195	15.400	2865.999	0.955	0.509	-0.158	2294	11.494
2017-09-28T08:45:12.178	1.691	-94.951	16.199	59747.129	0.217	0.408	-0.001	2295	4.542
2017-09-28T08:47:35.498	1.995	-94.774	15.491	32560.852	0.847	0.534	-0.597	2296	16.886
2017-09-28T08:49:30.564	1.977	-94.382	14.834	32038.468	0.658	0.450	-0.202	2297	13.219
2017-09-26T00:15:32.087	1.593	-95.076	16.042	4587.522	0.644	0.371	0.056	2310	9.882
2017-09-22T00:10:28.601	2.007	-94.719	15.225	24835.565	0.673	0.285	0.069	2332	6.846
2017-09-19T08:27:08.372	1.958	-94.866	15.125	45019.465	0.438	0.225	-0.011	2219	6.863
2017-09-28T21:23:17.032	1.569	-94.136	15.610	100966.903	0.462	0.238	-0.001	2236	5.947
2017-09-14T23:22:48.989	2.673	-94.116	15.841	324330.237	0.951	0.475	-0.125	2237	5.951
2017-09-23T04:46:37.796	2.314	-93.756	15.217	12689.259	0.548	0.308	0.000	2252	11.734
2017-09-11T12:51:54.138	1.821	-94.706	15.128	32657.103	0.707	0.389	-0.325	2255	8.276
2017-09-17T17:47:47.405	2.123	-94.891	15.498	35652.728	1.120	0.497	-0.058	2258	12.284
2017-09-17T17:49:30.822	1.972	-93.838	15.240	10340.933	0.235	0.302	-0.007	2259	5.910
2017-09-15T21:14:50.042	2.490	-95.891	16.351	297255.351	0.233	0.290	-0.005	2234	4.840
2017-09-10T23:21:48.351	1.907	-94.995	15.009	5638.075	0.583	0.326	-0.112	2235	8.000
2017-09-17T19:52:28.619	2.259	-95.232	15.252	0.000	0.928	0.497	-0.650	2238	15.810
2017-09-26T09:47:06.681	1.618	-94.578	15.212	34254.951	0.794	0.306	-0.053	2240	9.000
2017-09-26T09:48:20.324	1.625	-94.570	15.735	38896.533	0.618	0.487	0.007	2242	10.953
2017-09-15T04:32:23.895	2.267	-96.850	16.379	192702.025	0.323	0.418	-0.047	2245	3.865
2017-09-26T11:19:22.365	1.522	-94.598	15.536	7476.109	0.129	0.439	0.007	2265	4.707
2017-09-26T11:20:23.104	2.183	-94.731	15.558	20683.735	0.330	0.254	0.008	2266	7.466
2017-09-26T11:20:21.926	1.992	-94.578	15.235	29940.518	0.498	0.575	-0.033	2267	7.387
2017-09-26T11:22:49.753	1.526	-94.894	15.368	40569.024	0.440	0.279	0.090	2268	6.000
2017-09-26T11:24:27.852	2.117	-94.324	16.822	128969.377	0.267	0.348	0.001	2269	12.059
2017-09-26T11:24:23.501	2.669	-94.210	16.421	167995.096	0.214	0.624	-0.055	2270	6.912
2017-09-21T09:13:10.113	1.386	-95.285	15.850	0.000	0.178	0.259	-0.002	2273	4.681
2017-09-23T07:25:02.288	1.488	-95.255	14.082	331005.953	0.149	0.339	-0.010	2322	5.001
2017-09-23T07:25:59.067	2.241	-94.732	15.136	35724.161	0.426	0.487	-0.140	2323	6.344
2017-09-23T07:25:59.573	1.584	-94.600	15.488	1215.136	0.574	0.366	-0.061	2324	10.393
2017-09-23T07:29:19.971	2.969	-93.274	14.845	20273.218	0.365	0.401	-0.026	2325	8.846
2017-09-23T07:39:24.037	1.285	-94.947	17.447	115712.962	0.301	0.418	-0.036	2326	4.082
2017-09-22T05:14:12.530	1.244	-93.770	15.964	45230.519	0.144	0.457	-0.005	2342	4.730
2017-09-11T13:35:43.217	2.051	-94.494	15.135	29906.549	0.212	0.547	-0.016	2290	4.392
2017-09-11T13:37:06.566	2.351	-96.474	16.498	131738.329	0.576	0.322	-0.082	2291	7.697
